acc,batch,loss,size,val_acc,val_f1
0.4921875,0,0.69477963,128,0.7,0.8235294117647058
0.53125,0,0.6885694,128,0.3,0.22222222222222224
0.5546875,0,0.68920255,128,0.6,0.75
0.546875,0,0.69425964,128,0.3,0.22222222222222224
0.5546875,0,0.67415833,128,0.6,0.75
0.6328125,0,0.63945615,128,0.6,0.7142857142857143
0.6953125,0,0.6054145,128,0.4,0.5
0.671875,0,0.59432614,128,0.4,0.5714285714285714
0.65625,0,0.5572431,128,0.3,0.22222222222222224
0.828125,0,0.46629336,128,0.5,0.6153846153846153
0.796875,0,0.48606807,128,0.5,0.6666666666666666
0.859375,0,0.4078235,128,0.3,0.4615384615384615
0.8515625,0,0.32648245,128,0.6,0.75
0.8984375,0,0.304941,128,0.5,0.6153846153846153
0.921875,0,0.24776073,128,0.4,0.5714285714285714
0.9609375,0,0.18427378,128,0.4,0.5714285714285714
0.921875,0,0.17060038,128,0.5,0.6666666666666666
0.9765625,0,0.09773679,128,0.3,0.4615384615384615
0.96875,0,0.105373584,128,0.3,0.4615384615384615
0.96875,0,0.08654067,128,0.3,0.4615384615384615
0.9765625,0,0.07407592,128,0.3,0.4615384615384615
0.9765625,0,0.099326424,128,0.2,0.3333333333333333
0.96875,0,0.060071923,128,0.4,0.5714285714285714
0.984375,0,0.043796882,128,0.3,0.36363636363636365
1.0,0,0.017277759,128,0.4,0.5714285714285714
1.0,0,0.0075326446,128,0.4,0.5714285714285714
0.9921875,0,0.017265515,128,0.3,0.4615384615384615
1.0,0,0.02327199,128,0.3,0.4615384615384615
1.0,0,0.013689442,128,0.3,0.4615384615384615
1.0,0,0.013735621,128,0.4,0.5714285714285714
0.9765625,0,0.055483937,128,0.3,0.4615384615384615
0.9921875,0,0.024778368,128,0.4,0.5714285714285714
0.984375,0,0.03641004,128,0.5,0.6666666666666666
0.9921875,0,0.025287729,128,0.3,0.4615384615384615
1.0,0,0.0020552282,128,0.2,0.3333333333333333
1.0,0,0.002459915,128,0.3,0.4615384615384615
1.0,0,0.0031345398,128,0.3,0.36363636363636365
1.0,0,0.00350974,128,0.3,0.4615384615384615
1.0,0,0.0020011733,128,0.4,0.5714285714285714
1.0,0,0.0011903639,128,0.4,0.5714285714285714
1.0,0,0.0061445567,128,0.3,0.36363636363636365
1.0,0,0.0006363732,128,0.3,0.4615384615384615
1.0,0,0.0040188795,128,0.4,0.5714285714285714
1.0,0,0.0003784587,128,0.2,0.3333333333333333
0.9921875,0,0.007054533,128,0.2,0.3333333333333333
1.0,0,0.004511269,128,0.2,0.3333333333333333
1.0,0,0.001010216,128,0.4,0.5714285714285714
1.0,0,0.00062711455,128,0.4,0.5714285714285714
1.0,0,0.0003876271,128,0.3,0.4615384615384615
1.0,0,0.00048405494,128,0.2,0.3333333333333333
