acc,batch,loss,size,val_acc,val_f1
0.484375,0,0.7014167,128,0.4,0.5714285714285714
0.5390625,0,0.6953295,128,0.3,0.4615384615384615
0.5546875,0,0.6853965,128,0.1,0.0
0.5390625,0,0.69257325,128,0.5,0.6666666666666666
0.4765625,0,0.6971327,128,0.5,0.6666666666666666
0.4921875,0,0.6910205,128,0.6,0.7142857142857143
0.5234375,0,0.68553454,128,0.7,0.7692307692307692
0.5859375,0,0.683188,128,0.6,0.7142857142857143
0.5390625,0,0.68638384,128,0.6,0.7142857142857143
0.6328125,0,0.66636616,128,0.5,0.6666666666666666
0.5703125,0,0.6835653,128,0.5,0.6153846153846153
0.5234375,0,0.68975645,128,0.2,0.2
0.5859375,0,0.67275697,128,0.4,0.5
0.6640625,0,0.6482674,128,0.2,0.2
0.5234375,0,0.6845143,128,0.3,0.22222222222222224
0.5859375,0,0.6863299,128,0.5,0.6153846153846153
0.6484375,0,0.6541643,128,0.6,0.6666666666666666
0.6328125,0,0.6651405,128,0.3,0.36363636363636365
0.65625,0,0.6566276,128,0.4,0.5
0.65625,0,0.62710035,128,0.4,0.4
0.6796875,0,0.63786423,128,0.3,0.36363636363636365
0.6640625,0,0.59540594,128,0.5,0.6153846153846153
0.640625,0,0.601002,128,0.3,0.36363636363636365
0.6875,0,0.5921097,128,0.4,0.5
0.7578125,0,0.5527284,128,0.3,0.36363636363636365
0.734375,0,0.5889028,128,0.5,0.6153846153846153
0.7578125,0,0.53868884,128,0.4,0.5
0.7578125,0,0.5325786,128,0.4,0.5
0.703125,0,0.57497805,128,0.3,0.36363636363636365
0.8046875,0,0.48953563,128,0.5,0.6153846153846153
0.796875,0,0.47166133,128,0.4,0.5
0.78125,0,0.46047354,128,0.5,0.6153846153846153
0.703125,0,0.5610345,128,0.3,0.36363636363636365
0.734375,0,0.5500546,128,0.5,0.6153846153846153
0.8203125,0,0.42071384,128,0.3,0.22222222222222224
0.84375,0,0.391161,128,0.5,0.6153846153846153
0.796875,0,0.460459,128,0.3,0.22222222222222224
0.828125,0,0.41099614,128,0.4,0.5
0.7734375,0,0.4109237,128,0.3,0.36363636363636365
0.8671875,0,0.34741026,128,0.2,0.2
0.8515625,0,0.35051557,128,0.4,0.5
0.859375,0,0.32885587,128,0.3,0.36363636363636365
0.8515625,0,0.35891038,128,0.3,0.36363636363636365
0.875,0,0.30277318,128,0.4,0.5
0.859375,0,0.33476537,128,0.4,0.5
0.796875,0,0.37569785,128,0.4,0.5
0.9140625,0,0.25750002,128,0.4,0.5
0.828125,0,0.31916696,128,0.4,0.5
0.875,0,0.36285293,128,0.3,0.36363636363636365
0.90625,0,0.2697176,128,0.5,0.6153846153846153
0.875,0,0.2673953,128,0.3,0.36363636363636365
0.8828125,0,0.2876764,128,0.5,0.6153846153846153
0.9140625,0,0.26867458,128,0.5,0.6153846153846153
0.8671875,0,0.29061013,128,0.3,0.36363636363636365
0.9453125,0,0.21467176,128,0.4,0.5
0.859375,0,0.25882757,128,0.4,0.5
0.8984375,0,0.27096173,128,0.5,0.6153846153846153
0.8671875,0,0.26709244,128,0.3,0.36363636363636365
0.875,0,0.28840682,128,0.5,0.6153846153846153
0.8828125,0,0.25232714,128,0.3,0.36363636363636365
0.90625,0,0.24146824,128,0.5,0.6153846153846153
0.890625,0,0.2730766,128,0.3,0.36363636363636365
0.953125,0,0.15536004,128,0.3,0.36363636363636365
0.96875,0,0.13593349,128,0.5,0.6153846153846153
0.921875,0,0.22084054,128,0.3,0.36363636363636365
0.9296875,0,0.17232281,128,0.5,0.6153846153846153
0.9375,0,0.16335848,128,0.3,0.36363636363636365
0.8828125,0,0.25468343,128,0.5,0.6153846153846153
0.90625,0,0.23715001,128,0.5,0.6153846153846153
0.953125,0,0.13331376,128,0.5,0.6153846153846153
0.9296875,0,0.18297103,128,0.5,0.6153846153846153
0.953125,0,0.13429652,128,0.5,0.6153846153846153
