acc,batch,loss,size,val_acc,val_f1
0.5,0,0.69968927,128,0.6,0.75
0.546875,0,0.68792903,128,0.5,0.6666666666666666
0.5859375,0,0.6838244,128,0.5,0.6666666666666666
0.4921875,0,0.69337904,128,0.5,0.6666666666666666
0.453125,0,0.70285153,128,0.5,0.6666666666666666
0.59375,0,0.689913,128,0.4,0.5714285714285714
0.5546875,0,0.68538535,128,0.3,0.4615384615384615
0.5390625,0,0.687495,128,0.3,0.4615384615384615
0.5625,0,0.6851571,128,0.4,0.5714285714285714
0.5,0,0.68834203,128,0.4,0.5714285714285714
0.5859375,0,0.67456484,128,0.4,0.5714285714285714
0.5859375,0,0.6867306,128,0.3,0.4615384615384615
0.671875,0,0.64805895,128,0.3,0.4615384615384615
0.5390625,0,0.68482125,128,0.4,0.5714285714285714
0.609375,0,0.6661741,128,0.4,0.5714285714285714
0.5859375,0,0.6712941,128,0.5,0.6666666666666666
0.5859375,0,0.6684323,128,0.4,0.5714285714285714
0.65625,0,0.6452898,128,0.5,0.6666666666666666
0.6484375,0,0.6443733,128,0.5,0.6666666666666666
0.65625,0,0.6394867,128,0.5,0.6666666666666666
0.609375,0,0.63100207,128,0.5,0.6666666666666666
0.6171875,0,0.6318228,128,0.5,0.6666666666666666
0.65625,0,0.6382675,128,0.5,0.6666666666666666
0.609375,0,0.63232696,128,0.4,0.5714285714285714
0.65625,0,0.5993341,128,0.5,0.6666666666666666
0.703125,0,0.56171745,128,0.5,0.6666666666666666
0.7265625,0,0.56352764,128,0.4,0.5714285714285714
0.71875,0,0.57990336,128,0.5,0.6666666666666666
0.75,0,0.53938466,128,0.4,0.5714285714285714
0.71875,0,0.58410364,128,0.3,0.4615384615384615
0.7109375,0,0.54702055,128,0.5,0.6666666666666666
0.765625,0,0.49147996,128,0.3,0.4615384615384615
0.7421875,0,0.5434208,128,0.3,0.4615384615384615
0.8125,0,0.42792112,128,0.3,0.4615384615384615
0.796875,0,0.4744652,128,0.4,0.5714285714285714
0.78125,0,0.48148727,128,0.3,0.4615384615384615
0.7890625,0,0.4544699,128,0.3,0.4615384615384615
0.8125,0,0.4332103,128,0.4,0.5714285714285714
0.734375,0,0.54209495,128,0.3,0.4615384615384615
0.8125,0,0.45953274,128,0.3,0.4615384615384615
0.8515625,0,0.38698548,128,0.3,0.4615384615384615
0.8515625,0,0.38783652,128,0.3,0.4615384615384615
0.875,0,0.35245165,128,0.3,0.4615384615384615
0.7890625,0,0.38043308,128,0.3,0.4615384615384615
0.875,0,0.35167584,128,0.3,0.4615384615384615
0.796875,0,0.42921174,128,0.3,0.4615384615384615
0.8359375,0,0.38005936,128,0.3,0.4615384615384615
0.890625,0,0.33523276,128,0.3,0.4615384615384615
0.890625,0,0.27864462,128,0.3,0.4615384615384615
0.8515625,0,0.34024096,128,0.3,0.4615384615384615
0.921875,0,0.23539741,128,0.3,0.4615384615384615
0.890625,0,0.27314138,128,0.3,0.4615384615384615
0.875,0,0.2991169,128,0.2,0.3333333333333333
0.875,0,0.30681884,128,0.2,0.3333333333333333
0.8203125,0,0.34624904,128,0.3,0.4615384615384615
0.8984375,0,0.25607154,128,0.3,0.36363636363636365
0.8671875,0,0.3061942,128,0.2,0.3333333333333333
0.8828125,0,0.26377645,128,0.2,0.3333333333333333
0.890625,0,0.25695917,128,0.2,0.3333333333333333
0.8984375,0,0.21075793,128,0.3,0.36363636363636365
