acc,batch,loss,size,val_acc,val_f1
0.5546875,0,0.68855214,128,0.3,0.0
0.546875,0,0.68896824,128,0.7,0.8235294117647058
0.5078125,0,0.69346493,128,0.2,0.2
0.6484375,0,0.6721194,128,0.3,0.36363636363636365
0.65625,0,0.66142243,128,0.1,0.0
0.703125,0,0.61373115,128,0.3,0.0
0.6484375,0,0.62420714,128,0.5,0.6666666666666666
0.7265625,0,0.60146844,128,0.2,0.2
0.6796875,0,0.608302,128,0.3,0.0
0.765625,0,0.49564087,128,0.3,0.4615384615384615
0.8203125,0,0.42102587,128,0.3,0.36363636363636365
0.828125,0,0.37641722,128,0.5,0.4444444444444445
0.8984375,0,0.25691557,128,0.2,0.3333333333333333
0.921875,0,0.20492008,128,0.2,0.2
0.96875,0,0.1482521,128,0.2,0.2
0.9609375,0,0.12032464,128,0.2,0.0
0.9453125,0,0.15108068,128,0.2,0.2
0.9453125,0,0.17564154,128,0.2,0.3333333333333333
1.0,0,0.048474036,128,0.5,0.6666666666666666
0.9375,0,0.15975899,128,0.2,0.0
0.984375,0,0.04715511,128,0.5,0.6153846153846153
0.9921875,0,0.042826027,128,0.3,0.0
1.0,0,0.026841331,128,0.5,0.6666666666666666
1.0,0,0.0155441575,128,0.5,0.6666666666666666
1.0,0,0.010642547,128,0.5,0.6666666666666666
1.0,0,0.012856313,128,0.5,0.6666666666666666
1.0,0,0.008957842,128,0.5,0.6666666666666666
1.0,0,0.002177271,128,0.5,0.6666666666666666
1.0,0,0.0035900162,128,0.5,0.6666666666666666
1.0,0,0.0014895091,128,0.5,0.6666666666666666
1.0,0,0.0026426655,128,0.5,0.6666666666666666
1.0,0,0.0012333589,128,0.5,0.6666666666666666
1.0,0,0.0011535131,128,0.5,0.6666666666666666
1.0,0,0.0010306499,128,0.4,0.5714285714285714
1.0,0,0.0005825534,128,0.5,0.6666666666666666
1.0,0,0.0014291767,128,0.5,0.6666666666666666
1.0,0,0.0004816036,128,0.5,0.6666666666666666
1.0,0,0.000652981,128,0.5,0.6666666666666666
1.0,0,0.00045071286,128,0.4,0.5714285714285714
1.0,0,0.001199306,128,0.4,0.5714285714285714
1.0,0,0.0006670234,128,0.4,0.5714285714285714
1.0,0,0.00032384082,128,0.4,0.5714285714285714
1.0,0,0.001036845,128,0.4,0.5714285714285714
1.0,0,0.0006448434,128,0.4,0.5714285714285714
1.0,0,0.00022739099,128,0.5,0.6666666666666666
1.0,0,0.00024265343,128,0.5,0.6666666666666666
1.0,0,0.00031729796,128,0.5,0.6666666666666666
1.0,0,0.00042389397,128,0.5,0.6666666666666666
1.0,0,0.00020951332,128,0.5,0.6666666666666666
1.0,0,0.0002466953,128,0.5,0.6666666666666666
