acc,batch,loss,size,val_acc,val_f1
0.5859375,0,0.6913976,128,0.2,0.0
0.4921875,0,0.6936611,128,0.3,0.4615384615384615
0.5234375,0,0.69362116,128,0.2,0.3333333333333333
0.578125,0,0.6870626,128,0.3,0.0
0.6015625,0,0.6683168,128,0.2,0.3333333333333333
0.640625,0,0.6502756,128,0.4,0.4
0.734375,0,0.59049475,128,0.3,0.36363636363636365
0.7734375,0,0.5352804,128,0.3,0.36363636363636365
0.7578125,0,0.5294459,128,0.4,0.4
0.71875,0,0.5282655,128,0.3,0.0
0.8125,0,0.4258398,128,0.5,0.6153846153846153
0.78125,0,0.44684443,128,0.4,0.5714285714285714
0.859375,0,0.32950974,128,0.2,0.0
0.8828125,0,0.3268462,128,0.6,0.75
0.9375,0,0.22837739,128,0.4,0.4
0.9609375,0,0.1487877,128,0.5,0.5454545454545454
0.9765625,0,0.10818584,128,0.5,0.5454545454545454
0.9921875,0,0.067419656,128,0.4,0.4
0.9609375,0,0.08138545,128,0.6,0.6666666666666666
0.984375,0,0.05863803,128,0.4,0.4
0.984375,0,0.055677544,128,0.6,0.6666666666666666
0.9921875,0,0.045066845,128,0.3,0.4615384615384615
0.9921875,0,0.042186406,128,0.2,0.0
0.9921875,0,0.034358058,128,0.2,0.0
1.0,0,0.015939359,128,0.2,0.0
1.0,0,0.016149247,128,0.4,0.5
1.0,0,0.006698279,128,0.4,0.5
1.0,0,0.0023907488,128,0.4,0.5
1.0,0,0.0031349277,128,0.2,0.2
1.0,0,0.004329632,128,0.4,0.5
0.9921875,0,0.010405025,128,0.3,0.36363636363636365
1.0,0,0.001978838,128,0.3,0.36363636363636365
1.0,0,0.0026036096,128,0.4,0.5
1.0,0,0.005590086,128,0.6,0.6666666666666666
1.0,0,0.0009125177,128,0.5,0.5454545454545454
1.0,0,0.0033882067,128,0.5,0.5454545454545454
1.0,0,0.0046881638,128,0.5,0.6153846153846153
1.0,0,0.0011693424,128,0.5,0.5454545454545454
1.0,0,0.001504396,128,0.4,0.5
1.0,0,0.0026873173,128,0.4,0.4
1.0,0,0.0007608697,128,0.6,0.6666666666666666
1.0,0,0.0008868955,128,0.5,0.5454545454545454
1.0,0,0.0006560406,128,0.5,0.5454545454545454
1.0,0,0.0003849861,128,0.5,0.5454545454545454
1.0,0,0.0013127663,128,0.5,0.5454545454545454
1.0,0,0.0008047159,128,0.5,0.5454545454545454
1.0,0,0.00020849181,128,0.5,0.5454545454545454
1.0,0,0.0013371588,128,0.5,0.5454545454545454
1.0,0,0.0009509053,128,0.5,0.5454545454545454
1.0,0,0.00045582568,128,0.5,0.5454545454545454
