acc,batch,loss,size,val_acc,val_f1
0.53125,0,0.7360847,128,0.5,0.5454545454545454
0.484375,0,0.71431226,128,0.5,0.5454545454545454
0.5625,0,0.68566334,128,0.5,0.5454545454545454
0.515625,0,0.6963066,128,0.5,0.5454545454545454
0.5859375,0,0.6797199,128,0.4,0.5
0.53125,0,0.6962348,128,0.5,0.6153846153846153
0.65625,0,0.6635345,128,0.3,0.22222222222222224
0.546875,0,0.691454,128,0.6,0.6
0.578125,0,0.6759682,128,0.6,0.6
0.484375,0,0.68689173,128,0.5,0.4444444444444445
0.6328125,0,0.6625986,128,0.4,0.25
0.5546875,0,0.68776244,128,0.3,0.0
0.6953125,0,0.63752997,128,0.3,0.0
0.53125,0,0.6724981,128,0.4,0.25
0.640625,0,0.64350915,128,0.4,0.25
0.625,0,0.6539364,128,0.5,0.4444444444444445
0.6171875,0,0.6778909,128,0.5,0.4444444444444445
0.671875,0,0.61655617,128,0.4,0.25
0.6171875,0,0.6623935,128,0.6,0.6
0.75,0,0.5802531,128,0.6,0.6
0.65625,0,0.62713856,128,0.5,0.5454545454545454
0.6484375,0,0.6023126,128,0.6,0.6
0.7109375,0,0.5811944,128,0.6,0.6666666666666666
0.703125,0,0.5862917,128,0.6,0.6
0.7265625,0,0.53237206,128,0.6,0.6
0.7421875,0,0.56648934,128,0.6,0.6666666666666666
0.796875,0,0.474532,128,0.6,0.6
0.7578125,0,0.4928692,128,0.5,0.4444444444444445
0.734375,0,0.5155276,128,0.3,0.36363636363636365
0.7734375,0,0.46675077,128,0.4,0.4
0.78125,0,0.47150433,128,0.4,0.25
0.7578125,0,0.4822173,128,0.4,0.25
0.75,0,0.49759007,128,0.6,0.6666666666666666
0.7734375,0,0.4941898,128,0.5,0.4444444444444445
0.7734375,0,0.4388319,128,0.5,0.4444444444444445
0.78125,0,0.46783632,128,0.5,0.4444444444444445
0.78125,0,0.49775812,128,0.6,0.6
0.71875,0,0.48560145,128,0.5,0.5454545454545454
0.8203125,0,0.38459313,128,0.5,0.4444444444444445
0.796875,0,0.41037118,128,0.4,0.4
0.8984375,0,0.29994267,128,0.5,0.5454545454545454
0.84375,0,0.3538055,128,0.6,0.6
0.859375,0,0.32335976,128,0.5,0.4444444444444445
0.8125,0,0.39864492,128,0.5,0.5454545454545454
0.84375,0,0.3343723,128,0.4,0.4
0.859375,0,0.33045298,128,0.5,0.4444444444444445
0.921875,0,0.24057525,128,0.5,0.4444444444444445
0.8671875,0,0.29893684,128,0.6,0.6
0.90625,0,0.2892877,128,0.3,0.36363636363636365
0.921875,0,0.24057937,128,0.5,0.4444444444444445
0.8984375,0,0.2555764,128,0.4,0.25
0.921875,0,0.20402016,128,0.4,0.25
0.890625,0,0.3235252,128,0.6,0.6
0.8828125,0,0.29452565,128,0.5,0.4444444444444445
0.8828125,0,0.24593002,128,0.6,0.6666666666666666
0.890625,0,0.28854954,128,0.5,0.4444444444444445
0.9375,0,0.17928806,128,0.5,0.5454545454545454
0.9140625,0,0.21772587,128,0.7,0.7272727272727273
0.875,0,0.27589184,128,0.5,0.4444444444444445
0.859375,0,0.2661055,128,0.6,0.6
0.9375,0,0.18859355,128,0.6,0.6
0.9609375,0,0.1964064,128,0.6,0.6
0.921875,0,0.21015164,128,0.6,0.6
0.90625,0,0.26792157,128,0.5,0.4444444444444445
0.890625,0,0.2515903,128,0.6,0.6666666666666666
