acc,batch,loss,size,val_acc,val_f1
0.5703125,0,0.68832874,128,0.3,0.0
0.4765625,0,0.69375074,128,0.7,0.8235294117647058
0.53125,0,0.6932652,128,0.7,0.8235294117647058
0.5078125,0,0.68990654,128,0.6,0.75
0.609375,0,0.68441105,128,0.5,0.6666666666666666
0.59375,0,0.6766074,128,0.2,0.0
0.671875,0,0.659197,128,0.4,0.5
0.65625,0,0.63811547,128,0.7,0.8235294117647058
0.671875,0,0.59993386,128,0.2,0.0
0.6875,0,0.5592958,128,0.3,0.22222222222222224
0.71875,0,0.5346471,128,0.6,0.75
0.7421875,0,0.50424063,128,0.6,0.7142857142857143
0.75,0,0.4628342,128,0.7,0.8235294117647058
0.8515625,0,0.35799277,128,0.4,0.4
0.8515625,0,0.35103375,128,0.4,0.4
0.828125,0,0.37886405,128,0.4,0.5
0.875,0,0.26083028,128,0.5,0.6153846153846153
0.8671875,0,0.29654825,128,0.6,0.6666666666666666
0.9375,0,0.19401792,128,0.4,0.4
0.9296875,0,0.14378926,128,0.4,0.5
0.984375,0,0.08234815,128,0.5,0.5454545454545454
0.9609375,0,0.13424554,128,0.5,0.5454545454545454
0.9765625,0,0.10793555,128,0.6,0.75
0.9765625,0,0.072631605,128,0.7,0.7272727272727273
0.9921875,0,0.026505832,128,0.6,0.6
0.984375,0,0.040336758,128,0.7,0.7272727272727273
1.0,0,0.008608552,128,0.6,0.6666666666666666
1.0,0,0.008365991,128,0.7,0.7692307692307692
0.984375,0,0.022422504,128,0.6,0.7142857142857143
1.0,0,0.010220671,128,0.5,0.6153846153846153
1.0,0,0.0065794284,128,0.5,0.5454545454545454
1.0,0,0.0038669081,128,0.5,0.5454545454545454
1.0,0,0.0019235943,128,0.6,0.6666666666666666
1.0,0,0.00438397,128,0.5,0.6153846153846153
1.0,0,0.0076110666,128,0.5,0.5454545454545454
0.953125,0,0.118401654,128,0.4,0.4
0.984375,0,0.021084983,128,0.4,0.5
1.0,0,0.0062033515,128,0.5,0.6153846153846153
1.0,0,0.0070588673,128,0.5,0.6153846153846153
1.0,0,0.0025445956,128,0.6,0.6666666666666666
1.0,0,0.0012387809,128,0.6,0.7142857142857143
1.0,0,0.0018895679,128,0.5,0.6153846153846153
1.0,0,0.0008682736,128,0.5,0.6153846153846153
1.0,0,0.0009469225,128,0.5,0.6153846153846153
1.0,0,0.0018604974,128,0.5,0.6153846153846153
1.0,0,0.000569894,128,0.5,0.6153846153846153
1.0,0,0.00033901902,128,0.5,0.6153846153846153
1.0,0,0.0014229704,128,0.5,0.6153846153846153
1.0,0,0.00028207593,128,0.5,0.6153846153846153
1.0,0,0.00058711396,128,0.5,0.6153846153846153
